ID,ORIGINURI,UUIDHISTORY,OCCUPATIONGROUPCODE,CODE,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED,PREFERREDLABEL,ALTLABELS,DESCRIPTION,CONFIDENCE,SECTOR,SUBSECTOR,SECTORID,SUBSECTORID
687671c1ebd2bf665349de2e,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,"7363a94d-30cc-470d-9d3a-8efe9b47d803
d5eeaf1e-e666-4892-8d2b-5d212f052587
cad3d16a-575c-4c67-93f9-138f1add5c33
ccc5d270-2396-426b-9f7a-c4d03609a699
1e68fcc6-444f-4237-b9f1-6ba589783fd0",2133,2133.15,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,environmental technician,"environmental conservation technician
pollution control technician
pollution prevention technician
environmental protection technician
environmental technician
groundwater protection technician
Environmental Engineering Technician
Environmental Health Technician
Environmental Laboratory Technician","Environmental technicians investigate sources of pollution and aid in the development of pollution prevention and environment protection plans. They take samples of soil, water or other materials and perform tests to analyse the pollution level and identify its source.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de2f,http://data.europa.eu/esco/occupation/7af81505-6681-49b5-b65e-401884a71f1f,"28b6ea6b-6995-4e12-9cff-1e2b9b00e9ca
5fc5109e-ef6a-4587-9978-c1019a66c40e
5c6d31e6-e318-4535-b931-bdddf0ef5bb0
5182824c-0179-41f3-8424-098afcef6c1b
fd3b06c8-5f89-4fef-97d1-625bdfc4af6f",2133,2133.15.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,groundwater monitoring technician,"groundwater protection technician
groundwater technician
groundwater sampling technician
environmental protection technician
groundwater monitoring system technician
groundwater laboratory technician
groundwater monitoring technician
environmental conservation technician
Water Facilities Monitor
Groundwater Specialist","Groundwater monitoring technician monitor the environment, gathering data in the form of samples and performing tests in a laboratory or field, to investigate potential sources of pollution. They also perform maintenance tasks on the monitoring equipment.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de34,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,"66553ae5-1502-413c-982a-bca549430917
8da4d65c-0013-4cda-8fa4-68627824a4da
724f9f26-c34c-4f96-96ba-a26f7f56300b
617ddab7-1954-4fac-a23e-ab669e1253fc
5a81fd37-3e34-4851-9632-b9e5f7dac987",2133,2133.6,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,environmental programme coordinator,"environmental health officer
sustainability consultant
environmental assessment coordinator
program coordinator environment
environmental auditor
environmental impact assessor
environmental officer
environmental program coordinator
environment compliance manager
environmental manager
environmental consultant
environment program coordinator
programme coordinator environment
environmental programme coordinator
Environmental Coordinator",Environmental programme coordinators develop programmes for the improvement of environmental sustainability and efficiency within a organisation or institution. They inspect sites in order to monitor an organisation's or institution's compliance with environmental legislation. They also ensure education for the public on environmental concerns.,high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de35,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,"e8b53071-1f45-420e-9eba-781f050eb1b0
01a2cccb-03f5-452c-bc4b-4bcd03e956e7
b2ef7898-3d34-4354-a62d-01d61624e709
905fbdb4-ffd1-4212-9e42-1f7098c4881b
0f61e1f4-222d-4cd5-8322-66e11960ffa3",2133,2133.7,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,environmental scientist,"green infrastructure analyst
environmental researcher
land survey technician
geologist
geological technician
environmental impact expert
regulatory compliance environmental professional
environmental surveyor
environmental scientist advisor
environmental chemist
environmental scientist
geological technologist
environmental field scientist
environmental engineer
soil scientist
ecosystem restoration project manager
mineral technician
mineral technologist
field scientist
Environmental Analyst
Environmental Report Writer
Environmental Demographer
Environmental Economist
Environmental Scientist
Environmentalist
Life Scientist","Environmental scientists identify problems and find solutions in order to minimize environmental hazards by performing analysis on samples such as air, water or soil. They advise on or develop environmental policies and aim to improve water supplies preservation and manage waste disposal sites. Environmental scientists perform environmental risk assessments and analyse the environmental impact of new solutions, construction sites or environmental changes ensuring the environmental regulations are followed.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de52,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,"e746609f-6576-41bc-8ffc-7de971073eee
ba197922-be88-483a-b0c9-4c23e4e87129
b6aa21de-e49c-4653-9f23-44d8e762b6f2
a17c4e8b-a8c3-4aa6-9ead-45ea86e5448b
a495ba81-c609-4dca-9199-014d109de4f6",2143,2143.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,environmental engineer,"industrial environmental engineer
air protection environmental engineer
environmental engineering adviser
water pollution engineer
environmental analyst
sanitary engineer
environmental engineering expert
environment engineer
environmental engineer
environmental engineering specialist
chemical environmental engineer
environmental engineering consultant
agricultural conservation engineer
pollution engineer
environmental specialist for water management
Environmental Safety Engineer
Environmental Engineer
Inside Plant Engineer
Urban Green and Environmental Protection Infrastructure Standard Preparation Engineer","Environmental engineers integrate environmental and sustainable measures in the development of projects of various natures. They seek to preserve natural resources and natural sites. They work together with engineers from other fields to envision all the implications that projects might have in order to design ways to conserve natural reserves, prevent pollution, and deploy sanitary measures.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de56,http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510,"96bffa19-f15d-4f6d-a6bc-2617f8807da3
41db2e10-c590-41e6-921f-fab1f0566e1f
71f5d295-8da5-4f19-ab6d-546d6873f0ee
41685b6a-fa4a-4a4d-a043-7687c55b7985
21b8fb02-7757-44fb-89c8-75fe93a98c8c",2143,2143.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,environmental expert,"environmental scientist
soil scientist
environmental consultant
mineral technologist
geologist
technological environmentalist
environmental compliance expert
geological technologist
environmental technologist
environmental advisor
ecosystem restoration project manager
environmental health manager
climate change specialist
environmental expert
green infrastructure analyst
environmental sustainability expert
environmental specialist
Climate Change Mitigation Expert
Environmental Impact Assessment Specialist
Environmental Impact Specialist
Ecosystem Monitoring Specialist
Environmental Specialist
Environmental Advisor
Environmental Litigation Specialist
Environmental Permitting Specialist
Environmental Planner
Environmental Social Specialist
Environmental Risk Analyst
Environmental Lawyer
Environmental Monitoring Specialist
Sanitation Expert
Climate Technical Advisor",Environmental experts search for technological solutions to tackle environmental problems. They detect and analyse environmental issues and develop new technological production processes to counter these problematic issues. They research the effect of their technological innovations and present their findings in scientific reports.,high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de8b,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e,"e66137dc-d67e-4701-a819-a7bbee9763f3
8350e103-e4e4-4d5f-af2d-882356f04fcb
94f864c0-5588-46a7-a258-b126621aacd2
403dc010-8eeb-4db8-9645-cac0ca2c83c2
63bbb072-5e63-4eaa-94a7-7a80809884a6",2149,2149.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,acoustical engineer,"acoustical technology engineering adviser
acoustical engineering expert
acoustics engineer
acoustical technology engineer
acoustical engineering specialist
acoustic engineer
acoustical engineering consultant
acoustical engineer
acoustical technology engineering consultant
acoustical technology engineering expert
acoustical technology engineering specialist
acoustical engineering adviser
Sound Engineer",Acoustical engineers study and apply the science of sound to various applications. They work in a wide range of areas including the consultation of the acoustics and elements affecting the transmission of sound in spaces for performances or recording activities. They can also consult on the levels of noise contamination for those activities that require compliance with standards on that matter.,high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de8d,http://data.europa.eu/esco/occupation/4be368e3-badb-4b9f-9d0a-4d0f7565540a,"2340c8d3-5724-4049-bacb-80e89937ce1f
084e2ddc-472f-45ee-83d8-1984f322f4d6
2bb00262-5bb8-4fc1-aba3-71c50e59aa88
12dca9f4-1c92-4fb9-ac64-e28faf968248
7d700900-88ef-441f-83a6-cf08209506c7",2149,2149.10.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,fire prevention and protection engineer,"fire protection engineer
fire prevention and protection engineering adviser
fire protection and prevention engineer
fire prevention engineer
fire prevention and protection technology engineering adviser
fire prevention and protection technology engineering specialist
fire prevention and protection engineering specialist
fire prevention and protection engineering expert
fire prevention and protection technology engineering expert
fire prevention and protection technology engineer
fire prevention and protection engineer
fire prevention and protection technology engineering consultant
fire prevention and protection engineering consultant
Fire Protection Engineer","Fire prevention and protection engineers study, design, and developed innovative solutions aimed to the prevention of fire and the protection of people, natural sites, and urban areas. They propose suitable materials for construction, clothing, or other applications and they design detection systems aiming to prevent fire or the propagation of it.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349de93,http://data.europa.eu/esco/occupation/e047b8f5-9491-4da2-8816-7aa37ad2370d,"4dab95c3-8d0c-4a66-86bb-39736a50d298
4890e445-1a81-4776-8715-e7396212fe2e
f2c3d9bc-a884-4d43-a3f9-2cd0a2014dca
5eba742d-221b-49e2-8e7b-fa3b468957ed
bb693f69-6f41-4e86-9564-4a8513a9148f",2149,2149.13,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,patent engineer,"patent agent
patent and trademark engineer
patent scientist
technical patent specialist
intellectual property engineer
patent engineer
Patent Information Specialist","Patent engineers advise companies on different aspects of intellectual property law. They analyse inventions, and research their economic potential. They check if patent rights have already been given out for an invention and ensure that these rights have not been affected or violated.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dea0,http://data.europa.eu/esco/occupation/a950e88b-cb5e-4a7d-8a94-3f9460b487d7,"30801a89-5ce8-4c02-bbd1-5a464e0227f3
f5f6c279-1d11-4619-91e0-646dde3ad62f
48f7d6a0-6397-4cae-9d5d-5c3175d59e26
88c7947e-59f6-49f2-b38d-4b19ecba56c1
dfc14a44-0699-4d21-ba06-b314899a05b7",2149,2149.2.7.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,compliance engineer,"compliance engineering expert
compliance engineer
compliance engineering adviser
compliance engineering specialist
compliance engineering consultant
compliance engineers
Compliance Officer
Risk and Compliance Officer
Compliance Manager
Compliance Monitoring Specialist
Compliance Specialist
Compliance Intern
EHS Compliance Officer
Compliance Advisor
Compliance Inspector
Compliance Director
IT Compliance Officer
Risk and Compliance Coordinator
Risk and Compliance Advisor","Compliance engineers strive to keep the highest compliance of systems with engineering specifications. They can exert compliance in a varied array of engineering fields including mechanical, electrical, electronical systems. They ensure the engineering complies with regulations, safety measures, and internal directives.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349df17,http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,"af72196e-2c0a-45ea-819a-90684b3ea1bb
c61504e9-d1e5-4b70-b9b2-62ec5e5451eb
697c3d65-e5d3-47e6-90eb-0ffc1910e7df
1233bfbe-3ef7-476e-b3bf-3c3437f2fc2b
bdd718d2-2b1d-443b-9bc2-1f8e2bad16fd",2263,2263.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,emergency response coordinator,"emergency coordinator
emergency preparedness coordinator
aid worker
humanitarian aid worker
disaster preparedness coordinator
disaster coordinator
charity coordinator
emergency planning officer
emergency response coordinator
Public Health Emergency Management Advisor
Child Protection in Emergencies Specialist
Crisis Response Coordinator
Emergency Management Specialist
Disaster Risk Management Coordinator
Disaster Resource Mobilization Coordinator
Disaster Monitoring Officer
Disaster Risk Reduction Coordinator
Early Warning Coordinator
Education in Emergencies Specialist
Education in Emergencies Coordinator
Education in Emergencies Project Officer
Education in Emergencies Monitoring Officer
Emergency Response Team Leader
Emergency and Critical Care Specialist
Emergency and Critical Care Advisor
Emergency Services Coordinator
Emergency Response Coordinator
Emergency Coordinator
Emergency Health and Nutrition Coordinator
Emergency Health Response Officer
Emergency Livelihood Coordinator
Emergency Livelihood Officer
Emergency Logistics Officer
Emergency Meal Coordinator
Emergency Medical Services Coordinator
Emergency Operations Specialist
Emergency Preparedness and Response Manager
Emergency Program Coordinator
Emergency Project Coordinator
Emergency Response Advisor
Emergency Response Field Coordinator
Emergency Response Manager
Emergency Response Program Manager
Public Health Emergency Response Coordinator
Public Health Emergency Coordinator
Public Health Emergency Response Manager
Public Health Emergency Manager
Emergency Medical Services Manager
Emergency Affairs Coordinator
Emergency Shelter Officer
Patient Discharge Coordinator",Emergency response coordinators analyse potential risks such as disasters and emergencies for a community or institution and develop a strategy for reacting to these risks. They outline guidelines for the response to an emergency in order to decrease the effects. They educate the parties at risk on these guidelines. They also test response plans and ensure that the necessary supplies and equipments are in place in compliance with health and safety regulations.,exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe1,http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed,"37857dbf-b889-4197-9cad-d12011f643df
2292050c-8b28-4757-a81e-6785de9cc47a
d5fc34fb-133d-4d87-ab3f-92e335714fe0
5454f82b-6ca8-43ee-8481-8f4be6bd74e4
3d8d1107-d476-4a49-a63a-6a88e9ab267b",2422,2422.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,civil service administrative officer,"Inspector, Government: administration
civil service administrative officer
government administrative officer
local authority administrator
public administrative officer
Community Services Officer
Civil Service Executive
General Services Officer
Administration Officer
Civil Service Laws
Civil Society Organizations /CSO/ Management Expert
international civil servants","Civil service administrative officers perform administrative duties in civil service organisations and government departments. They ensure record maintenance, handle enquiries and provide information to the public, either in person, through emails or phone calls. They support senior staff, and ensure a fluent internal flow of information.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe2,http://data.europa.eu/esco/occupation/8213b4bc-60ce-4ffc-9e00-9758fb2003c6,"18471482-7ce0-496a-85bf-5d1918226925
4e226dac-fa9e-4628-aa34-ce27a4f49385
2f8f530a-f590-4f62-a80c-75cf52205937
5162c86e-3a64-4acb-b786-c501fc9dced7
90635fc0-1df3-4190-8ccc-cda73cd66da0",2422,2422.10,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,monitoring and evaluation officer,"M&E officer
social impact assessment analyst
economic impact assessment officer
research and evaluation officer
social impact assessment specialist
evaluation Officer
evaluator
monitoring, evaluation and learning officer
MEL officer
impact assessment manager
monitoring evaluation, impact and learning officer
MEIL officer
monitoring and evaluation specialist
MEL Project Officer
monitoring and reporting analyst
monitoring and evaluation officer
Monitoring and Evaluation Officer
Monitoring and Evaluation Expert
Assessment Officer
Monitoring Officer
Monitoring and Evaluation Specialist
Monitoring and Support Specialist
Monitoring and Evaluation Manager
Planning and Monitoring Officer
Competency Assessment Officer
Monitoring Specialist
Evaluation and Monitoring Officer
Quality Assessor
Monitoring and Evaluation Advisor
Monitoring and Evaluation Coordinator
Media Monitoring Officer
Monitoring, Evaluation and Communications Officer
Monitoring, Evaluation and Learning Director
Monitoring, Evaluation and Learning Officer
Monitoring, Evaluation, and Reporting Specialist
Monitoring, Evaluation, and Reporting Officer
Monitoring, Evaluation, and Learning Officer
Technical Evaluation Specialist
Monitoring and Evaluation","Monitoring and evaluation officers are responsible for the conceptualisation, design, implementation and follow-up of the monitoring and evaluation activities of projects, programmes, policies, strategies, institutions or processes, along the relevant programming cycle. They develop monitoring, inspection and evaluation methods and instruments needed to collect and analyse data, and report on results by applying structured M&E frameworks, theories, approaches and methodologies. M&E officers inform decision-making through reporting, learning products or activities and knowledge management. They can also engage in capacity development activities by providing training and capacity building support within their organizations or for clients and partners.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe3,http://data.europa.eu/esco/occupation/d9004a14-bda2-4c63-ab64-17ca163ac1bd,"042a4b37-c439-46d4-b20c-56c82d2602a8
9ab3319b-ca5f-479c-878e-371e10eb6489
8af17fd8-19d2-48d4-a29b-342b6f9b14c4
ef822f9a-673e-49e6-84ef-7f70593cd15b
ac36d9c7-3504-416e-b56a-3a32dfef6a46",2422,2422.11,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,parliamentary assistant,"AM's assistant
AM's parliamentary assistant
Clerk to the National Assembly
MEP's assistant
MLA's assistant
MLA's parliamentary assistant
MP's PA
MP's assistant
MP's parliamentary assistant
MP's personal assistant
MSP's assistant
MSP's parliamentary assistant
constituency assistant
executive officer
parliamentary assistant
parliamentary intern
political assistant
politician's assistant","Parliamentary assistants provide support to officials and politicians of regional, national and international parliaments and undertake logistical tasks. They revise official documents and follow procedures set by the respective parliaments. They support on the communication with stakeholders and provide the logistical support required in handling official processes.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe4,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,"13ddfd51-2a03-498f-9e2e-dcab4128d473
1e77b370-dd26-4fce-ba62-c015077411f9
b5065c50-234e-4fdf-95d7-cdf46047fd18
1bb9368d-aa19-4fce-b563-17e0fa5ce893
f63c7116-8f24-4e24-80e2-5e0e6ac022e4",2422,2422.12,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,policy officer,"policy analyst
health policy officer
policy researcher
policy coordinator
policy manager
strategy advisor
policy officer
strategy manager
policy advisor
Complaints Officer
Policy Advisor
Program Officer
HSE Officer
Extension Officer
Planning Officer
Policy Officer
Policy Specialist
Policy Associate
Policy Implementation Officer
Population Policy Specialist
Method Officer
MPFC Officers","Policy officers research, analyse and develop policies in various public sectors, and shape and implement these policies to improve the existing regulation around the sector. They evaluate effects of existing policies and report findings to the government and members of the public. Policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe5,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044,"c03b5fcf-5068-4979-af5f-56adffdbc559
22ebc7bf-de9f-4ad5-a9c0-0e40629e9a2b
802261e5-78f4-4c65-abb3-a153d8d403ed
58c18c1a-4cf4-4c3c-9fce-ddf9ac2b0fbf
66f3b1c8-a547-4547-b24a-8947ef4f0980",2422,2422.12.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,agricultural policy officer,"agriculture policy coordinator
agricultural consultant
agriculture policy manager
agricultural policy officer
policy officer agriculture
agriculture policy advisor
policy manager agriculture
agronomist
farming advisor
agriculture policy officer
Agriculture Policy Advisor
Agricultural Advisor
Agricultural Supply Specialist
Agricultural Extension Specialist
Agricultural Development Officer
Agricultural Quality Control Specialist
Agricultural Policy Advisor
Agricultural Marketing Specialist
Agricultural Statistician
Agricultural Education Specialist
Agriculture Project Officer
Agriculture Consultant
Agriculture Officer
Agro-Processing Executive
Agricultural Extension Officer
Agricultural Development Coordinator
Agricultural Program Manager
Agricultural Facilitator
Cotton Development Officer
Agricultural Coordinator
Agriculture Director
Agriculture Advisor
Emergency Agriculture Officer
Agricultural Development Manager
Farm Administration and Finance Officer
Agricultural Supervisor
Agricultural Research Officer
Crop Protection Specialist
Land Administration Officer
Fertilizer Regulatory Officer
Sub-Center Agricultural Affairs",Agricultural policy officers analyse and identify agricultural policy issues and develop plans for improvement and new policy implementation. They write reports and presentations in order to communicate and acquire support for the policies from government officials and the public. They also communicate with professionals in agriculture for research and information purposes and perform administrative duties.,exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe6,http://data.europa.eu/esco/occupation/a1ba7574-cc28-446c-9741-12d7fbb325cb,"3a8a11f5-3e87-4dc4-86ae-4157476885d7
227edc5c-40ed-4799-abe6-11c496bd6df4
342e9b84-6d0a-487b-9e6e-dd5d0b6fd69a
20f6b542-c6d4-414a-bc1b-d3beca48c925
a7d1b3b4-4e29-4a25-8574-baea9a3e7234",2422,2422.12.10,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,labour market policy officer,"labour policy officer
labor policy officer
policy officer at labour group
policy officer, labour market
labor policy researcher
lobour policy researcher
labour policy consultant
labor policy consultant
labor policy advisor
policy officer, labor
labor policy analyst
labor market policy officer
policy officer, labour
policy officer, labor market
labour policy advisor
labour policy analyst
policy officer at labour programme
labor market policy analyst
labour market policy analyst
labour market policy officer
Labor Statistician
Labor Policy Analyst
employment policy","Labour market policy officers research, analyse and develop labour market policies. They implement policies ranging from financial policies to practical policies such as improving job searching mechanisms, promoting job training, giving incentives to start-ups and income support. Labour market policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe7,http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,"50b65af1-f576-48a0-95c2-d9e85a291065
39d7255e-24f5-4814-a9ec-9d6ae81f9fbe
8e929905-acc4-40fd-9a9b-41d4427ab2d8
51031970-c80b-4cbc-8cee-555ed903a54e
e0144018-693a-44c1-8bc5-77b79b7827b1",2422,2422.12.11,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,legal policy officer,"legal affairs policy officer
policy officer, legal and compliance
legal policy specialist
legal policy officer
policy analyst, legal affairs
legal policy analyst
legal policy advisor
policy officer, legal affairs
Legal Officer
Legal Affairs Officer
Legal Information Officer
Legal Policy Analyst
Legal Liaison Officer
Legal Compliance Officer
Legal Protection Officer
Rule of Law Officer","Legal affairs policy officers research, analyse and develop policies related to the legal sector and implement these policies to improve the existing regulation around the sector. They work closely with partners, external organisations or other stakeholders and provide them with regular updates.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe8,http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,"b042fe7a-09c3-4992-ae98-9204ca7d06e6
a72db858-d3ba-4f7c-8b44-130fff5687ce
b9fd3547-f667-46fa-93e5-a20ef57f353d
dada7e7d-5a70-414f-aed8-ac3def704101
fc2444cb-45cc-4ed7-8945-0d9b53a96212",2422,2422.12.12,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,public health policy officer,"healthcare admistrator
healthcare planner
healthcare services planning officer
general manager healthcare
healthcare planning officer
health service manager
general manager
public health policy officer
Public Health Officer
Public Health Specialist
Health Claims Officer
Health Extension Officer
Health Statistician
Health Executive
Health Information Systems Director
Health Promotion Specialist
Health Insurance Officer
Public Health Risk Communication Officer
Public Health Resources Manager
Public Health Surveillance Officer
Health and Nutrition Officer
Health Control Specialist
Health Economist
Health Policy Analyst
Disease Control Officer
Public Health Program Manager
Maternal Health Officer
Maternal and Child Health Officer
Disease Surveillance Officer
Disease Prevention and Control Officer
Primary Health Care Officer
Health Sector Support Officer
Public Health Coordinator
Public Health Data Analyst
Public Health Facilitator
Sexual and Reproductive Health Officer
Public Health Advisor",Public health policy officers develop and implement strategies for the improvement of a community's health care policy. They advise governments on policy changes and identify problems in current health care policies.,exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfe9,http://data.europa.eu/esco/occupation/fdf7b000-d923-4086-9660-eb8ee5e77ef0,"00030ec9-8291-4bb0-ba0c-e2eadda0d841
813d548f-afc4-4cee-af0b-98559b7c2b44
bc4e1f47-e147-4eac-9c72-4366f0c099b2
3ce14547-d02c-435a-9fc4-22ec04bfa157
9654898c-c32e-4087-aacd-d47de9a80256",2422,2422.12.13,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,recreation policy officer,"sports and recreation policy advisor
sports and recreation policy officer
sports policy officer
sports and recreation policy specialist
recreation policy officer
sports and recreation policy analyst
sports policy advisor
recreation policy specialist
sports and recreation policy researcher
recreation policy advisor
sport and recreation policy officer
Recreation Manager
Recreation Supervisor
Recreation Worker","Recreation policy officers research, analyse and develop policies in the sports and recreation sector and implement these policies in order to improve the sport and recreation system and improve the health of the population. They strive to increase the participation in sports, support athletes, enhance the performance of athletes in national and international competitions, improve social inclusion and community development. They work closely with partners, external organisations or other stakeholders and provide them with regular updates.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c1ebd2bf665349dfea,http://data.europa.eu/esco/occupation/2808c7ec-cdb1-4b48-8429-e160a418ed0c,"d6ad452c-8f86-4244-8d8b-f0c04ffc8cc9
44457896-7694-4cf0-b8af-ed29c3fef52f
39fbcbe7-adc7-405b-ad04-a0df298dba11
d2bd364b-9ef9-4a1f-897e-4fb57e57be1e
bd6eb8eb-2bae-4efc-a91e-20aa6c8d67bf",2422,2422.12.14,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,regional development policy officer,"regional development policy researcher
regional policy officer
legal policy officer for regional development
regional development policy officer
policy officer in regional development department
regional development policy coordinator
regional development policy developer
regional development policy analyst
policy officer for regional development
Regional Coordinator
Private Sector Development Officer
Regional Advisor
regional development
Regional Expert
regional planning, monitoring and evaluation","Regional development policy officers research, analyse and develop regional development policies. They implement policies that aim at reducing regional disparities by fostering economic activities in a region and structural changes such as supporting multi-level governance, rural development and improvement of infrastructure. They work closely with partners, external organisations or other stakeholders and provide them with regular updates.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
